Project	Case_ID	Sample_Type	Raw_Count	Filtered_Count
TCGA-COAD	a06c09a8-0951-49f4-a765-5147bbcae109	Blood Derived Normal	215	16
TCGA-COAD	a06c09a8-0951-49f4-a765-5147bbcae109	Primary Tumor	285	33
TCGA-COAD	a117ace8-ac5a-48d8-8aee-3024d6f0f873	Blood Derived Normal	447	129
TCGA-COAD	a117ace8-ac5a-48d8-8aee-3024d6f0f873	Primary Tumor	66	6
TCGA-COAD	a123dc45-e427-461e-8d60-c51307aa498c	Blood Derived Normal	751	222
TCGA-COAD	a123dc45-e427-461e-8d60-c51307aa498c	Primary Tumor	110	18
TCGA-COAD	a19cd9f8-482b-4b70-b7d7-06d6bb1b0260	Blood Derived Normal	908	193
TCGA-COAD	a19cd9f8-482b-4b70-b7d7-06d6bb1b0260	Primary Tumor	734	92
TCGA-COAD	a435fdf4-a89a-499e-9006-cbb5693eab26	Blood Derived Normal	449	37
TCGA-COAD	a435fdf4-a89a-499e-9006-cbb5693eab26	Primary Tumor	429	39
TCGA-COAD	a512701f-88bb-4b05-8c94-fd285b9dd13e	Blood Derived Normal	323	10
TCGA-COAD	a512701f-88bb-4b05-8c94-fd285b9dd13e	Primary Tumor	846	87
TCGA-COAD	a54b322b-80d3-435c-8d14-25841b741f6c	Blood Derived Normal	34	2
TCGA-COAD	a54b322b-80d3-435c-8d14-25841b741f6c	Primary Tumor	31	1
TCGA-COAD	a56d528b-238a-4556-92c8-7645304a2da0	Blood Derived Normal	140	28
TCGA-COAD	a56d528b-238a-4556-92c8-7645304a2da0	Primary Tumor	110	27
TCGA-COAD	a56f6562-d2af-47b9-bf81-94b3b4893173	Blood Derived Normal	95	8
TCGA-COAD	a56f6562-d2af-47b9-bf81-94b3b4893173	Primary Tumor	72	3
TCGA-COAD	a5e14add-1552-4606-9ffe-3a03bcf76640	Blood Derived Normal	44	3
TCGA-COAD	a5e14add-1552-4606-9ffe-3a03bcf76640	Primary Tumor	29	1
TCGA-COAD	a6f98ee5-9638-4ebe-804b-fba54aea9f90	Blood Derived Normal	146	29
TCGA-COAD	a6f98ee5-9638-4ebe-804b-fba54aea9f90	Primary Tumor	181	47
TCGA-COAD	a72dd578-3a6f-4807-a843-4a942500944e	Blood Derived Normal	671	52
TCGA-COAD	a72dd578-3a6f-4807-a843-4a942500944e	Primary Tumor	520	54
TCGA-COAD	a782f174-241d-42c6-9bc4-61cc39f8b397	Blood Derived Normal	296	71
TCGA-COAD	a782f174-241d-42c6-9bc4-61cc39f8b397	Primary Tumor	50	2
TCGA-COAD	a85e8208-a6f5-4e91-8f35-ef574f4273fc	Blood Derived Normal	190	36
TCGA-COAD	a85e8208-a6f5-4e91-8f35-ef574f4273fc	Primary Tumor	69	8
TCGA-COAD	a8b4284d-cbbb-43e3-897b-d04af4bfba74	Primary Tumor	797	193
TCGA-COAD	a8b4284d-cbbb-43e3-897b-d04af4bfba74	Solid Tissue Normal	86	9
TCGA-COAD	a94e1279-a975-480a-93e9-7b1ff05cbcbf	Blood Derived Normal	36	4
TCGA-COAD	a94e1279-a975-480a-93e9-7b1ff05cbcbf	Primary Tumor	39	6
TCGA-COAD	a9cb21d1-4c4a-4f30-ad4d-c54bed26f187	Blood Derived Normal	256	78
TCGA-COAD	a9e4b6db-8b4b-4345-a4a1-d63175eb0174	Blood Derived Normal	35	2
TCGA-COAD	a9e4b6db-8b4b-4345-a4a1-d63175eb0174	Primary Tumor	32	6
TCGA-COAD	aa85d9e8-caa6-422c-95ce-780e4ac2a5e4	Blood Derived Normal	25	2
TCGA-COAD	aa85d9e8-caa6-422c-95ce-780e4ac2a5e4	Primary Tumor	227	59
TCGA-COAD	aa85d9e8-caa6-422c-95ce-780e4ac2a5e4	Solid Tissue Normal	762	279
TCGA-COAD	aa909ffb-03e1-4e3f-8888-2212b23d90b7	Blood Derived Normal	296	29
TCGA-COAD	aa909ffb-03e1-4e3f-8888-2212b23d90b7	Primary Tumor	187	23
TCGA-COAD	ab9cc98a-86ae-4913-bcb2-cc3aeff8abb1	Blood Derived Normal	20	1
TCGA-COAD	ab9cc98a-86ae-4913-bcb2-cc3aeff8abb1	Primary Tumor	190	50
TCGA-COAD	ab9cc98a-86ae-4913-bcb2-cc3aeff8abb1	Solid Tissue Normal	97	17
TCGA-COAD	abb0d53f-f74e-45dc-8fbb-40863016f3c6	Blood Derived Normal	287	30
TCGA-COAD	abb0d53f-f74e-45dc-8fbb-40863016f3c6	Primary Tumor	276	26
TCGA-COAD	abe658e0-33f9-4f57-849b-dec4d20964d6	Blood Derived Normal	77	12
TCGA-COAD	abe658e0-33f9-4f57-849b-dec4d20964d6	Primary Tumor	91	20
TCGA-COAD	abe658e0-33f9-4f57-849b-dec4d20964d6	Solid Tissue Normal	138	18
TCGA-COAD	ac13d568-f79e-4ba7-b7bf-18e4354e0920	Blood Derived Normal	670	196
TCGA-COAD	ac13d568-f79e-4ba7-b7bf-18e4354e0920	Primary Tumor	127	24
TCGA-COAD	ac6a3df9-41b1-4e5a-a15e-f44481384c23	Blood Derived Normal	169	13
TCGA-COAD	ac6a3df9-41b1-4e5a-a15e-f44481384c23	Primary Tumor	225	29
TCGA-COAD	acd51808-870c-4684-a2de-aa0b058729e1	Blood Derived Normal	36	3
TCGA-COAD	acd51808-870c-4684-a2de-aa0b058729e1	Primary Tumor	40	3
TCGA-COAD	ad440651-a2de-4bb1-90da-1e5e8975ab59	Primary Tumor	103	31
TCGA-COAD	ad440651-a2de-4bb1-90da-1e5e8975ab59	Solid Tissue Normal	1309	552
TCGA-COAD	ae6b315f-3f78-4695-adfa-48b0bbab2c89	Blood Derived Normal	46	4
TCGA-COAD	ae6b315f-3f78-4695-adfa-48b0bbab2c89	Primary Tumor	46	5
TCGA-COAD	aec0c661-afac-4f7a-8c31-154d743f2499	Blood Derived Normal	69	8
TCGA-COAD	aec0c661-afac-4f7a-8c31-154d743f2499	Primary Tumor	359	126
TCGA-COAD	aedde4a5-6520-40b9-9721-c9b826490b7a	Blood Derived Normal	430	65
TCGA-COAD	aedde4a5-6520-40b9-9721-c9b826490b7a	Primary Tumor	574	69
TCGA-COAD	aee20b98-df51-4ead-86cc-0d5f60a74b90	Primary Tumor	878	203
TCGA-COAD	aee20b98-df51-4ead-86cc-0d5f60a74b90	Solid Tissue Normal	132	11
TCGA-COAD	af06cde0-c69a-4bb1-a234-8023b95e4835	Blood Derived Normal	497	61
TCGA-COAD	af06cde0-c69a-4bb1-a234-8023b95e4835	Primary Tumor	287	25
TCGA-COAD	af17788e-a562-43aa-bd36-fd3e031f483c	Blood Derived Normal	428	62
TCGA-COAD	af17788e-a562-43aa-bd36-fd3e031f483c	Primary Tumor	516	69
TCGA-COAD	af3a0634-4292-45bd-b948-6b6bd2d58090	Blood Derived Normal	96	21
TCGA-COAD	af3a0634-4292-45bd-b948-6b6bd2d58090	Primary Tumor	61	10
TCGA-COAD	b079a153-62f9-4026-a2f8-a1390168bbb9	Blood Derived Normal	59	6
TCGA-COAD	b079a153-62f9-4026-a2f8-a1390168bbb9	Primary Tumor	66	2
TCGA-COAD	b079a153-62f9-4026-a2f8-a1390168bbb9	Solid Tissue Normal	837	250
TCGA-COAD	b08b5f49-9434-4653-9772-097ec29b2ca3	Blood Derived Normal	313	97
TCGA-COAD	b08b5f49-9434-4653-9772-097ec29b2ca3	Primary Tumor	96	18
TCGA-COAD	b107565b-7558-4745-952b-689178367e1c	Solid Tissue Normal	1260	496
TCGA-COAD	b16bb717-d1cf-4237-a554-43f3995b82f2	Blood Derived Normal	437	46
TCGA-COAD	b16bb717-d1cf-4237-a554-43f3995b82f2	Primary Tumor	951	204
TCGA-COAD	b3c267aa-345d-40d8-a8da-f9f08c64f9c7	Blood Derived Normal	193	42
TCGA-COAD	b3c267aa-345d-40d8-a8da-f9f08c64f9c7	Primary Tumor	149	35
TCGA-COAD	b3fea9bb-53f9-4ddb-922d-b570562d7a7d	Blood Derived Normal	73	6
TCGA-COAD	b3fea9bb-53f9-4ddb-922d-b570562d7a7d	Primary Tumor	211	37
TCGA-COAD	b3fea9bb-53f9-4ddb-922d-b570562d7a7d	Solid Tissue Normal	715	231
TCGA-COAD	b4c3cf95-a27c-4bcf-9321-38723473e83b	Blood Derived Normal	498	64
TCGA-COAD	b4c3cf95-a27c-4bcf-9321-38723473e83b	Primary Tumor	372	65
TCGA-COAD	b54865b6-824e-4163-b759-21a6eacc98ce	Blood Derived Normal	198	28
TCGA-COAD	b54865b6-824e-4163-b759-21a6eacc98ce	Primary Tumor	194	26
TCGA-COAD	b612d491-7442-4119-a53c-5ebcc35c31f4	Primary Tumor	1673	307
TCGA-COAD	b612d491-7442-4119-a53c-5ebcc35c31f4	Solid Tissue Normal	423	48
TCGA-COAD	b6202d8d-dd3c-4fa2-9242-6e55759846af	Blood Derived Normal	582	184
TCGA-COAD	b6202d8d-dd3c-4fa2-9242-6e55759846af	Primary Tumor	147	28
TCGA-COAD	b718134c-5231-4f29-a423-7bad17c93fc5	Blood Derived Normal	183	19
TCGA-COAD	b718134c-5231-4f29-a423-7bad17c93fc5	Primary Tumor	201	54
TCGA-COAD	b728e6e8-a0e4-496b-904c-6f07c12e901f	Blood Derived Normal	506	111
TCGA-COAD	b728e6e8-a0e4-496b-904c-6f07c12e901f	Primary Tumor	406	69
TCGA-COAD	b728e6e8-a0e4-496b-904c-6f07c12e901f	Solid Tissue Normal	471	100
TCGA-COAD	b76d1de7-6447-474d-bf67-77e0bb2da73a	Blood Derived Normal	138	38
TCGA-COAD	b76d1de7-6447-474d-bf67-77e0bb2da73a	Primary Tumor	44	1
TCGA-COAD	b823d6e5-54b0-43d3-95e2-9be33dc6f734	Blood Derived Normal	39	4
TCGA-COAD	b823d6e5-54b0-43d3-95e2-9be33dc6f734	Primary Tumor	64	5
TCGA-COAD	b89267a4-0e6b-401e-85b0-e66775858aa6	Blood Derived Normal	197	44
TCGA-COAD	b89267a4-0e6b-401e-85b0-e66775858aa6	Primary Tumor	518	117
TCGA-COAD	b95720b1-aa00-4c6a-b202-3350d035829f	Primary Tumor	27	2
TCGA-COAD	b95720b1-aa00-4c6a-b202-3350d035829f	Solid Tissue Normal	86	25
TCGA-COAD	bab21810-f51b-421e-a87f-1f1136cbc77a	Blood Derived Normal	201	57
TCGA-COAD	bab21810-f51b-421e-a87f-1f1136cbc77a	Primary Tumor	29	3
TCGA-COAD	bc02f801-081b-489b-87cb-d275c70299d5	Blood Derived Normal	273	20
TCGA-COAD	bc02f801-081b-489b-87cb-d275c70299d5	Primary Tumor	1643	391
TCGA-COAD	bc42fe2d-1a33-428d-a601-b1871f4c8d9b	Blood Derived Normal	156	10
TCGA-COAD	bc42fe2d-1a33-428d-a601-b1871f4c8d9b	Primary Tumor	771	197
TCGA-COAD	bce3ce45-4fb3-4d8e-9ec7-d24427c2ba4d	Blood Derived Normal	109	12
TCGA-COAD	bce3ce45-4fb3-4d8e-9ec7-d24427c2ba4d	Primary Tumor	185	20
TCGA-COAD	bce5579c-08c6-48e9-853e-fac85ba8cbea	Blood Derived Normal	333	53
TCGA-COAD	bce5579c-08c6-48e9-853e-fac85ba8cbea	Primary Tumor	212	15
TCGA-COAD	be85f845-b281-467c-8b97-bed7b7fdff64	Blood Derived Normal	298	90
TCGA-COAD	be85f845-b281-467c-8b97-bed7b7fdff64	Primary Tumor	50	1
TCGA-COAD	beb63625-d9bf-4ccd-bc53-635b53d24240	Blood Derived Normal	38	2
TCGA-COAD	beb63625-d9bf-4ccd-bc53-635b53d24240	Primary Tumor	456	108
TCGA-COAD	bf69a4ce-ec7e-4752-a86d-dcc80e3c9a57	Blood Derived Normal	222	83
TCGA-COAD	bf69a4ce-ec7e-4752-a86d-dcc80e3c9a57	Primary Tumor	47	0
TCGA-COAD	bfb07784-693b-4c25-874e-4ad6e04a5d46	Blood Derived Normal	36	4
TCGA-COAD	bfb07784-693b-4c25-874e-4ad6e04a5d46	Primary Tumor	157	35
TCGA-COAD	bfb07784-693b-4c25-874e-4ad6e04a5d46	Solid Tissue Normal	180	65
TCGA-COAD	c085da47-d634-491a-80ea-514e5a231f70	Blood Derived Normal	3738	830
TCGA-COAD	c085da47-d634-491a-80ea-514e5a231f70	Primary Tumor	566	61
TCGA-COAD	c0b8c55c-b993-481d-aeea-9ebfa64ee20e	Blood Derived Normal	39	3
TCGA-COAD	c0b8c55c-b993-481d-aeea-9ebfa64ee20e	Primary Tumor	36	2
TCGA-COAD	c113808a-773f-4179-82d6-9083518404b5	Blood Derived Normal	65	9
TCGA-COAD	c113808a-773f-4179-82d6-9083518404b5	Primary Tumor	30	2
TCGA-COAD	c1e141af-bdd1-4176-8c0e-cf1ab0c1d9d3	Blood Derived Normal	488	72
TCGA-COAD	c1e141af-bdd1-4176-8c0e-cf1ab0c1d9d3	Primary Tumor	718	106
TCGA-COAD	c21d2c68-920f-4526-b754-286579c049f3	Primary Tumor	99	15
TCGA-COAD	c21d2c68-920f-4526-b754-286579c049f3	Solid Tissue Normal	186	29
TCGA-COAD	c293a148-a88c-4fb3-b2f4-e64e918044f9	Blood Derived Normal	120	22
TCGA-COAD	c293a148-a88c-4fb3-b2f4-e64e918044f9	Primary Tumor	122	29
TCGA-COAD	c46971a1-cbac-425d-bac2-f4142c92522e	Blood Derived Normal	247	22
TCGA-COAD	c46971a1-cbac-425d-bac2-f4142c92522e	Primary Tumor	330	32
TCGA-COAD	c48e2ce0-3806-4675-92f3-d38ff67c5efa	Blood Derived Normal	78	7
TCGA-COAD	c48e2ce0-3806-4675-92f3-d38ff67c5efa	Primary Tumor	401	120
TCGA-COAD	c4d74653-d26b-4e51-aee0-82ee3d42f883	Blood Derived Normal	121	18
TCGA-COAD	c4d74653-d26b-4e51-aee0-82ee3d42f883	Primary Tumor	269	45
TCGA-COAD	c4d74653-d26b-4e51-aee0-82ee3d42f883	Solid Tissue Normal	1382	480
TCGA-COAD	c594196e-49ef-4195-a6b6-4ef4a1d9ec15	Blood Derived Normal	97	20
TCGA-COAD	c594196e-49ef-4195-a6b6-4ef4a1d9ec15	Primary Tumor	135	30
TCGA-COAD	c59d90a6-9cda-426d-b8ea-41f0a87033d5	Blood Derived Normal	73	8
TCGA-COAD	c59d90a6-9cda-426d-b8ea-41f0a87033d5	Primary Tumor	55	12
TCGA-COAD	c616f95f-4ea1-4019-8c17-041878085c88	Blood Derived Normal	189	26
TCGA-COAD	c616f95f-4ea1-4019-8c17-041878085c88	Primary Tumor	174	11
TCGA-COAD	c658f35d-ceeb-4189-8e3d-03e3b9706667	Blood Derived Normal	313	47
TCGA-COAD	c658f35d-ceeb-4189-8e3d-03e3b9706667	Primary Tumor	849	213
TCGA-COAD	c6ed47f4-358b-4f06-b5cd-cdf1d5c47b43	Primary Tumor	39	5
TCGA-COAD	c6ed47f4-358b-4f06-b5cd-cdf1d5c47b43	Solid Tissue Normal	151	32
TCGA-COAD	c6f6c032-5d4e-4028-aed0-24a587620354	Blood Derived Normal	34	1
TCGA-COAD	c6f6c032-5d4e-4028-aed0-24a587620354	Primary Tumor	49	7
TCGA-COAD	c777a777-373a-4773-9566-6c373261f00a	Blood Derived Normal	55	5
TCGA-COAD	c777a777-373a-4773-9566-6c373261f00a	Primary Tumor	43	8
TCGA-COAD	c7c5348f-5708-45bf-b40e-1bf7c9348f60	Blood Derived Normal	238	72
TCGA-COAD	c7c5348f-5708-45bf-b40e-1bf7c9348f60	Primary Tumor	58	8
TCGA-COAD	c82bbe23-0264-45a7-b1a6-82b4654108c8	Blood Derived Normal	315	62
TCGA-COAD	c82bbe23-0264-45a7-b1a6-82b4654108c8	Primary Tumor	585	212
TCGA-COAD	c83d38fc-e011-4f75-a100-96513611f3e9	Blood Derived Normal	58	8
TCGA-COAD	c83d38fc-e011-4f75-a100-96513611f3e9	Primary Tumor	47	2
TCGA-COAD	c8d6fe73-3504-42a5-9723-e1916fba8208	Primary Tumor	56	5
TCGA-COAD	c8d6fe73-3504-42a5-9723-e1916fba8208	Solid Tissue Normal	314	96
TCGA-COAD	c8d7eb0f-2502-4277-a8ef-435b08f3c863	Blood Derived Normal	323	69
TCGA-COAD	c8d7eb0f-2502-4277-a8ef-435b08f3c863	Primary Tumor	790	154
TCGA-COAD	c8de215d-53a4-4e6c-be58-5887a8094815	Blood Derived Normal	63	14
TCGA-COAD	c8de215d-53a4-4e6c-be58-5887a8094815	Primary Tumor	27	3
TCGA-COAD	c9e829d9-cd08-41a9-a5a4-34f2d7d619c7	Primary Tumor	271	15
TCGA-COAD	c9e829d9-cd08-41a9-a5a4-34f2d7d619c7	Solid Tissue Normal	817	107
TCGA-COAD	ca5b878f-8bff-410a-8e6e-b1c133018c8d	Blood Derived Normal	66	16
TCGA-COAD	ca5b878f-8bff-410a-8e6e-b1c133018c8d	Primary Tumor	77	17
TCGA-COAD	cab7bdbc-0a11-4901-97c3-26b884f79cb5	Blood Derived Normal	443	47
TCGA-COAD	cab7bdbc-0a11-4901-97c3-26b884f79cb5	Primary Tumor	546	82
TCGA-COAD	cac80259-3a26-4a99-b0d3-13454068e6ed	Blood Derived Normal	89	37
TCGA-COAD	cac80259-3a26-4a99-b0d3-13454068e6ed	Primary Tumor	74	11
TCGA-COAD	cbdabbcd-d8f1-4d7c-9e18-ebd83d888c51	Blood Derived Normal	705	71
TCGA-COAD	cbdabbcd-d8f1-4d7c-9e18-ebd83d888c51	Primary Tumor	531	68
TCGA-COAD	cbe23011-93b7-4e9f-b934-bd0122f91f54	Blood Derived Normal	112	13
TCGA-COAD	cbe23011-93b7-4e9f-b934-bd0122f91f54	Primary Tumor	307	88
TCGA-COAD	cc15469c-7bad-4e86-9da3-ae0c72e9d380	Blood Derived Normal	76	12
TCGA-COAD	cc15469c-7bad-4e86-9da3-ae0c72e9d380	Primary Tumor	34	2
TCGA-COAD	cc1d6ad3-b60d-482e-8fa4-0af26823007d	Blood Derived Normal	110	27
TCGA-COAD	cc1d6ad3-b60d-482e-8fa4-0af26823007d	Primary Tumor	56	5
TCGA-COAD	cc22913d-2dda-48bb-82aa-9960b73f3e44	Blood Derived Normal	20	2
TCGA-COAD	cc22913d-2dda-48bb-82aa-9960b73f3e44	Primary Tumor	32	2
TCGA-COAD	cc53bf9e-5e27-4305-a08b-552120c10aa5	Blood Derived Normal	612	57
TCGA-COAD	cc53bf9e-5e27-4305-a08b-552120c10aa5	Primary Tumor	817	125
TCGA-COAD	cd845618-4cc4-49c2-9055-c171d4c24ee1	Blood Derived Normal	47	5
TCGA-COAD	cd845618-4cc4-49c2-9055-c171d4c24ee1	Primary Tumor	42	7
TCGA-COAD	ce00896a-f7d2-4123-bb95-24cb6e53fc32	Blood Derived Normal	33	1
TCGA-COAD	ce00896a-f7d2-4123-bb95-24cb6e53fc32	Primary Tumor	46	1
TCGA-COAD	cee553c8-460d-436b-b55d-8f41624816cc	Blood Derived Normal	56	11
TCGA-COAD	cee553c8-460d-436b-b55d-8f41624816cc	Primary Tumor	58	11
TCGA-COAD	cee553c8-460d-436b-b55d-8f41624816cc	Recurrent Tumor	136	22
TCGA-COAD	d17a2ab0-faef-40de-a87d-1291868b200d	Blood Derived Normal	185	10
TCGA-COAD	d17a2ab0-faef-40de-a87d-1291868b200d	Primary Tumor	327	38
TCGA-COAD	d181c72b-843c-4b2d-b014-2a6dd1c3c1ec	Primary Tumor	196	70
TCGA-COAD	d259eeb2-d15e-436d-9d37-2d0b7658bc91	Blood Derived Normal	153	42
TCGA-COAD	d259eeb2-d15e-436d-9d37-2d0b7658bc91	Primary Tumor	36	0
TCGA-COAD	d2c99bed-3446-4d12-99e0-00611faa37dc	Blood Derived Normal	443	57
TCGA-COAD	d2c99bed-3446-4d12-99e0-00611faa37dc	Primary Tumor	164	12
TCGA-COAD	d3062aac-4c42-41b4-a9f3-90aa72e6fb1e	Blood Derived Normal	501	133
TCGA-COAD	d3062aac-4c42-41b4-a9f3-90aa72e6fb1e	Primary Tumor	99	9
TCGA-COAD	d3b7ada6-5395-4212-a921-8e97c92b605d	Blood Derived Normal	24	6
TCGA-COAD	d3b7ada6-5395-4212-a921-8e97c92b605d	Primary Tumor	47	9
TCGA-COAD	d42bc7f0-cfb2-4ece-ae47-521308635633	Blood Derived Normal	572	70
TCGA-COAD	d42bc7f0-cfb2-4ece-ae47-521308635633	Primary Tumor	547	54
TCGA-COAD	d4da3298-3a02-44a6-bdcd-d260f38e520b	Blood Derived Normal	44	4
TCGA-COAD	d4da3298-3a02-44a6-bdcd-d260f38e520b	Primary Tumor	33	5
TCGA-COAD	d4e1472a-7b5f-46f4-acb7-b961f634e28e	Blood Derived Normal	726	90
TCGA-COAD	d4e1472a-7b5f-46f4-acb7-b961f634e28e	Primary Tumor	352	26
TCGA-COAD	d5619045-060a-4b60-86e4-6a5774994fd4	Blood Derived Normal	474	70
TCGA-COAD	d5619045-060a-4b60-86e4-6a5774994fd4	Primary Tumor	460	58
TCGA-COAD	d5a1f43e-25a7-47f5-b63e-43714f9f732a	Blood Derived Normal	29	5
TCGA-COAD	d5a1f43e-25a7-47f5-b63e-43714f9f732a	Primary Tumor	29	3
TCGA-COAD	d5a296ae-c165-413c-adcc-33c9e99ff873	Blood Derived Normal	59	17
TCGA-COAD	d5a296ae-c165-413c-adcc-33c9e99ff873	Primary Tumor	44	3
TCGA-COAD	d651f9ba-8746-46c4-852c-6c2992c7d10e	Blood Derived Normal	143	9
TCGA-COAD	d651f9ba-8746-46c4-852c-6c2992c7d10e	Primary Tumor	727	106
TCGA-COAD	d655bbf6-c710-411d-aff5-ceb0fb6e6680	Blood Derived Normal	424	63
TCGA-COAD	d655bbf6-c710-411d-aff5-ceb0fb6e6680	Primary Tumor	428	58
TCGA-COAD	d7048098-09b3-4763-ad54-9c5c6fe14bc0	Blood Derived Normal	52	2
TCGA-COAD	d7048098-09b3-4763-ad54-9c5c6fe14bc0	Primary Tumor	108	20
TCGA-COAD	d71ae66e-2c8a-4fd8-8b4b-a5a2d456a21d	Blood Derived Normal	91	12
TCGA-COAD	d71ae66e-2c8a-4fd8-8b4b-a5a2d456a21d	Primary Tumor	170	28
TCGA-COAD	d761bc06-dee8-478a-be99-8af9c504e49c	Blood Derived Normal	218	11
TCGA-COAD	d761bc06-dee8-478a-be99-8af9c504e49c	Primary Tumor	349	35
TCGA-COAD	d7ba64d7-b4e5-488d-9f28-bcb7bf3c0f35	Blood Derived Normal	171	45
TCGA-COAD	d7ba64d7-b4e5-488d-9f28-bcb7bf3c0f35	Primary Tumor	39	4
TCGA-COAD	d7ba64d7-b4e5-488d-9f28-bcb7bf3c0f35	Solid Tissue Normal	209	59
TCGA-COAD	d7ebd11a-1339-4b28-be90-a788d2cfa706	Blood Derived Normal	375	29
TCGA-COAD	d7ebd11a-1339-4b28-be90-a788d2cfa706	Primary Tumor	1229	248
TCGA-COAD	d8e9ea52-ff28-4626-baa3-71350fd53ddf	Blood Derived Normal	53	13
TCGA-COAD	d8e9ea52-ff28-4626-baa3-71350fd53ddf	Primary Tumor	32	2
TCGA-COAD	d976782c-90c1-421d-b83c-7fc2617e2709	Blood Derived Normal	33	1
TCGA-COAD	d976782c-90c1-421d-b83c-7fc2617e2709	Primary Tumor	688	134
TCGA-COAD	d976782c-90c1-421d-b83c-7fc2617e2709	Solid Tissue Normal	168	15
TCGA-COAD	d9d7f0d4-fa64-48f2-8037-52cbf0b34ad8	Solid Tissue Normal	396	135
TCGA-COAD	d9fb85c3-ade1-47bf-8159-170f81eb130f	Primary Tumor	179	37
TCGA-COAD	d9fb85c3-ade1-47bf-8159-170f81eb130f	Solid Tissue Normal	205	31
TCGA-COAD	da21e143-dbf6-4ac7-8872-f1d9ae39512d	Blood Derived Normal	88	8
TCGA-COAD	da21e143-dbf6-4ac7-8872-f1d9ae39512d	Primary Tumor	262	52
TCGA-COAD	da21e143-dbf6-4ac7-8872-f1d9ae39512d	Solid Tissue Normal	390	97
TCGA-COAD	db246424-3979-4f23-b316-8d30c449ee15	Blood Derived Normal	1814	292
TCGA-COAD	db246424-3979-4f23-b316-8d30c449ee15	Primary Tumor	1502	215
TCGA-COAD	dbbee8f5-d83d-4195-85cf-f89d327da0a9	Blood Derived Normal	3697	663
TCGA-COAD	dbbee8f5-d83d-4195-85cf-f89d327da0a9	Primary Tumor	991	43
TCGA-COAD	dbbee8f5-d83d-4195-85cf-f89d327da0a9	Solid Tissue Normal	409	9
TCGA-COAD	dc22eba5-6fb7-4875-b30a-99fa00758301	Blood Derived Normal	221	72
TCGA-COAD	dc22eba5-6fb7-4875-b30a-99fa00758301	Primary Tumor	34	0
TCGA-COAD	dca004bf-9c14-45a1-b186-ab3759f6c7fe	Blood Derived Normal	189	16
TCGA-COAD	dca004bf-9c14-45a1-b186-ab3759f6c7fe	Primary Tumor	345	50
TCGA-COAD	dd4be58e-da22-4bcd-bf4c-2b9e60ffda19	Blood Derived Normal	720	49
TCGA-COAD	dd4be58e-da22-4bcd-bf4c-2b9e60ffda19	Primary Tumor	503	47
TCGA-COAD	dd7a53ee-cb08-40c4-9935-51d1ca17e9e8	Blood Derived Normal	36	5
TCGA-COAD	dd7a53ee-cb08-40c4-9935-51d1ca17e9e8	Primary Tumor	47	7
TCGA-COAD	dde411b2-5d2b-4638-8149-89bc1eb3c7ad	Primary Tumor	166	45
TCGA-COAD	dde411b2-5d2b-4638-8149-89bc1eb3c7ad	Solid Tissue Normal	136	14
TCGA-COAD	ddf69ed9-4c53-48b8-9f01-495bd60c3425	Blood Derived Normal	107	17
TCGA-COAD	ddf69ed9-4c53-48b8-9f01-495bd60c3425	Primary Tumor	280	60
TCGA-COAD	ddf69ed9-4c53-48b8-9f01-495bd60c3425	Solid Tissue Normal	661	235
TCGA-COAD	de287a25-981d-49f8-81af-fe0300e4cd31	Blood Derived Normal	95	26
TCGA-COAD	de287a25-981d-49f8-81af-fe0300e4cd31	Primary Tumor	27	0
TCGA-COAD	df228c56-89ac-4122-93b3-6c0740c4ec09	Blood Derived Normal	28	5
TCGA-COAD	df228c56-89ac-4122-93b3-6c0740c4ec09	Primary Tumor	234	62
TCGA-COAD	df228c56-89ac-4122-93b3-6c0740c4ec09	Solid Tissue Normal	320	102
TCGA-COAD	df5ab6cc-6f68-4b6b-95e2-954c6b57ba9c	Blood Derived Normal	67	13
TCGA-COAD	df5ab6cc-6f68-4b6b-95e2-954c6b57ba9c	Primary Tumor	67	14
TCGA-COAD	e17959bd-045d-4540-b43a-c3863e8ff3c0	Blood Derived Normal	47	4
TCGA-COAD	e17959bd-045d-4540-b43a-c3863e8ff3c0	Primary Tumor	142	29
TCGA-COAD	e17959bd-045d-4540-b43a-c3863e8ff3c0	Solid Tissue Normal	98	9
TCGA-COAD	e2edbf3f-25d8-49aa-b656-2a59c3b99aeb	Blood Derived Normal	569	47
TCGA-COAD	e2edbf3f-25d8-49aa-b656-2a59c3b99aeb	Primary Tumor	472	37
TCGA-COAD	e394e9ec-7288-4ede-9ef8-41b631d100dd	Blood Derived Normal	115	9
TCGA-COAD	e394e9ec-7288-4ede-9ef8-41b631d100dd	Primary Tumor	196	26
TCGA-COAD	e3b0ee77-c419-4b2b-833f-90a221415489	Blood Derived Normal	36	0
TCGA-COAD	e3b0ee77-c419-4b2b-833f-90a221415489	Primary Tumor	41	3
TCGA-COAD	e3b6018c-ab2c-47c5-b183-a295d0110835	Blood Derived Normal	136	28
TCGA-COAD	e3b6018c-ab2c-47c5-b183-a295d0110835	Primary Tumor	71	4
TCGA-COAD	e3ca9046-9634-4332-b19f-88b18110f941	Blood Derived Normal	89	21
TCGA-COAD	e3ca9046-9634-4332-b19f-88b18110f941	Primary Tumor	39	7
TCGA-COAD	e457344d-76fb-46bf-b362-61a6e811d131	Blood Derived Normal	3004	641
