job-ID  prior   name       user         state submit/start at     queue                          slots ja-task-ID 
-----------------------------------------------------------------------------------------------------------------
9131635 0.50386 download-T twarowski    r     09/28/2022 18:25:40 TELOMER@argon-lc-d7-25.hpc         8        
9141350 0.00000 clusterArr twarowski    qw    09/29/2022 09:40:03                                    4 1-25:1
9141352 0.00000 clusterArr twarowski    qw    09/29/2022 09:40:10                                    4 1-25:1
9141354 0.00000 clusterArr twarowski    qw    09/29/2022 09:40:20                                    4 1-25:1
9141356 0.00000 clusterArr twarowski    qw    09/29/2022 09:40:26                                    4 1-25:1
9141358 0.00000 clusterArr twarowski    qw    09/29/2022 09:40:35                                    4 1-25:1
9141385 0.00000 clusterArr twarowski    qw    09/29/2022 09:42:19                                    4 1-25:1
9141390 0.00000 clusterArr twarowski    qw    09/29/2022 09:42:30                                    4 1-25:1
9141396 0.00000 clusterArr twarowski    qw    09/29/2022 09:42:47                                    4 1-25:1
9141402 0.00000 clusterArr twarowski    qw    09/29/2022 09:43:03                                    4 1-25:1
9141408 0.00000 clusterArr twarowski    qw    09/29/2022 09:43:13                                    4 1-25:1
9141411 0.00000 clusterArr twarowski    qw    09/29/2022 09:43:21                                    4 1-25:1
9141415 0.00000 clusterArr twarowski    qw    09/29/2022 09:43:38                                    4 1-25:1
9141424 0.00000 clusterArr twarowski    qw    09/29/2022 09:43:58                                    4 1-25:1
9141428 0.00000 clusterArr twarowski    qw    09/29/2022 09:44:11                                    4 1-25:1
9141435 0.00000 clusterArr twarowski    qw    09/29/2022 09:44:34                                    4 1-25:1
9141440 0.00000 clusterArr twarowski    qw    09/29/2022 09:44:41                                    4 1-25:1
9141476 0.00000 clusterArr twarowski    qw    09/29/2022 09:46:34                                    4 1-25:1
9141480 0.00000 clusterArr twarowski    qw    09/29/2022 09:46:43                                    4 1-25:1
9141484 0.00000 clusterArr twarowski    qw    09/29/2022 09:46:59                                    4 1-25:1
9141518 0.00000 clusterArr twarowski    qw    09/29/2022 09:48:47                                    4 1-25:1
9141524 0.00000 clusterArr twarowski    qw    09/29/2022 09:49:07                                    4 1-25:1
9141533 0.00000 clusterArr twarowski    qw    09/29/2022 09:49:31                                    4 1-25:1
9141538 0.00000 clusterArr twarowski    qw    09/29/2022 09:49:47                                    4 1-25:1
9141543 0.00000 clusterArr twarowski    qw    09/29/2022 09:50:05                                    4 1-25:1
9141549 0.00000 clusterArr twarowski    qw    09/29/2022 09:50:20                                    4 1-25:1
9141555 0.00000 clusterArr twarowski    qw    09/29/2022 09:50:39                                    4 1-25:1
9141563 0.00000 clusterArr twarowski    qw    09/29/2022 09:50:52                                    4 1-25:1
9141568 0.00000 clusterArr twarowski    qw    09/29/2022 09:51:09                                    4 1-25:1
9141575 0.00000 clusterArr twarowski    qw    09/29/2022 09:51:31                                    4 1-25:1
9141650 0.00000 clusterArr twarowski    qw    09/29/2022 09:55:06                                    4 1-25:1
9141657 0.00000 clusterArr twarowski    qw    09/29/2022 09:55:23                                    4 1-25:1
9141664 0.00000 clusterArr twarowski    qw    09/29/2022 09:55:39                                    4 1-25:1
9141669 0.00000 clusterArr twarowski    qw    09/29/2022 09:55:59                                    4 1-25:1
9141711 0.00000 clusterArr twarowski    qw    09/29/2022 09:57:58                                    4 1-25:1
